"ID del Proceso","Nombre del Procedimiento","Descripción del Procedimiento","Estado del Procedimiento","URLProceso","Entidad","Nit Entidad","Nombre de la Unidad de Contratación","Nombre del Proveedor Adjudicado","Modalidad de Contratacion","Justificación Modalidad de Contratación","Tipo de Contrato","Precio Base","Valor Total Adjudicacion","Duracion","Unidad de Duracion","Proveedores que Manifestaron Interes","Conteo de Respuestas a Ofertas","Fecha de Publicacion del Proceso","Fecha de Apertura Efectiva","Fecha Adjudicacion"
"CO1.REQ.8283175","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL (Presentación de oferta)","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8197075","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","SECRETARIA GENERAL","TECNIGEN","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$3.567.361.602","$2.835.770","0","día(s)","0","8","05/26/2025","07/29/2025","08/06/2025"
"CO1.REQ.8277081","Renovación de licencias de software JCC (Presentación de oferta)","Renovación de licencias de software para la Junta Central de Contadores de acuerdo con las especificaciones técnicas","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152178","UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES","900180739","ÁREA DE CONTRATACIÓN","GOLD SYS LTDA","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$292.267.033","$46.100.000","30","día(s)","0","8","05/16/2025","06/11/2025",
"CO1.REQ.8273827","Adquisición Mobiliario Colegio para Hijos de Empleados de la Contraloría General de la República 2025 (Presentación de oferta)","Adquisición de Mobiliario para dotar la Cafetería del Colegio para Hijos de Empleados de la Contraloría General de la República, incluye diseño","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8150071","FONDO DE BIENESTAR SOCIAL DE LA CONTRALORIA GENERAL DE LA REPUBLICA","800252683","UNIDAD DE CONTRATACION","ESTANCOL SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$186.000.000","$186.000.000","0","día(s)","0","8","05/16/2025","06/17/2025","07/02/2025"
"CO1.REQ.8270832","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA; EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD; LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTI","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA, EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD, LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTIOQUIA","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151071","DEPARTAMENTO DE ANTIOQUIA//","890900286","122C-SECRETARIA DE SEGURIDAD Y JUSTICIA","GRUPO SUPERMOTOS S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$7.899.344.549","$586.000.000","5","Mes(es)","0","8","05/16/2025","06/26/2025","08/22/2025"
"CO1.REQ.8283175","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL (Presentación de oferta)","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8197075","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","SECRETARIA GENERAL","INNOVACION TECNOLOGICA S.A.S - INNOVATEK S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$3.567.361.602","$13.873.760","0","día(s)","0","8","05/26/2025","07/29/2025","08/06/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","D&S EMPRESARIALES SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$26.027.900","6","Mes(es)","0","8","05/16/2025","06/13/2025",
"CO1.REQ.8331936","SUMINISTRO DE ELEMENTOS DE CURACIÓN DESTINADOS A LA ATENCIÓN DE PACIENTES DEL HOSPITAL MILITAR CENTRAL (Presentación de oferta)","SUMINISTRO DE ELEMENTOS DE CURACIÓN DESTINADOS A LA ATENCIÓN DE PACIENTES DEL HOSPITAL MILITAR CENTRAL.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8236341","HOSPITAL MILITAR CENTRAL","830040256","HOSPITAL MILITAR CENTRAL","SMITH & NEPHEW","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$1.650.942.500","$11.000.000","9","Mes(es)","0","8","06/04/2025","07/31/2025","09/01/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","LABZUL S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$114.000.000","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8277081","Renovación de licencias de software JCC (Presentación de oferta)","Renovación de licencias de software para la Junta Central de Contadores de acuerdo con las especificaciones técnicas","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152178","UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES","900180739","ÁREA DE CONTRATACIÓN","TECHNOLOGY WORLD GROUP SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$292.267.033","$77.803.180","30","día(s)","0","8","05/16/2025","06/11/2025","06/18/2025"
"CO1.REQ.9180407","130414625 - Adquisición de consumibles de impresión; elementos de papelería y útiles de oficina para atender las necesidades básicas a las dependencias del Departamento Nacional de Planeación (Present","130414625 - Adquisición de consumibles de impresión, elementos de papelería y útiles de oficina para atender las necesidades básicas a las dependencias del Departamento Nacional de Planeación","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9048181","DEPARTAMENTO NACIONAL DE PLANEACIÓN","899999011","SUBDIRECCIÓN DE CONTRATACIÓN","IMPORTADORA MEGACOPIERS LTDA","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$106.962.778","$62.800.000","18","día(s)","0","8","10/31/2025","11/25/2025","11/27/2025"
"CO1.REQ.8277081","Renovación de licencias de software JCC (Presentación de oferta)","Renovación de licencias de software para la Junta Central de Contadores de acuerdo con las especificaciones técnicas","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152178","UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES","900180739","ÁREA DE CONTRATACIÓN","EUPHORIANET SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$292.267.033","$42.940.000","30","día(s)","0","8","05/16/2025","06/11/2025",
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","DISMOTOS PM EU","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$114.000.000","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","CONSORCIO SERVICOL SISCOM","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$4.895.660","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8270832","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA; EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD; LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTI","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA, EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD, LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTIOQUIA","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151071","DEPARTAMENTO DE ANTIOQUIA//","890900286","122C-SECRETARIA DE SEGURIDAD Y JUSTICIA","GRUPO SUPERMOTOS S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$7.899.344.549","$793.500.000","5","Mes(es)","0","8","05/16/2025","06/26/2025","07/03/2025"
"CO1.REQ.8270832","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA; EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD; LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTI","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA, EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD, LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTIOQUIA","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151071","DEPARTAMENTO DE ANTIOQUIA//","890900286","122C-SECRETARIA DE SEGURIDAD Y JUSTICIA","UNIÓN TEMPORAL ANTIOQUIA MOTOS 2025","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$7.899.344.549","$793.500.000","5","Mes(es)","0","8","05/16/2025","06/26/2025","07/03/2025"
"CO1.REQ.8446309","SUMINISTRO DE REACTIVOS PARA LOS LABORATORIOS DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES (Presentación de oferta)","SUMINISTRO DE REACTIVOS PARA LOS LABORATORIOS DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8346407","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","01 SECRETARIA GENERAL","ADEQUIM S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$1.025.334.519","$16.070.100","0","día(s)","0","8","06/26/2025","08/13/2025","08/21/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","SUMISOF","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$18.428.640","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","D&S EMPRESARIALES SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$32.648.602","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8277081","Renovación de licencias de software JCC (Presentación de oferta)","Renovación de licencias de software para la Junta Central de Contadores de acuerdo con las especificaciones técnicas","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152178","UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES","900180739","ÁREA DE CONTRATACIÓN","TECHNOLOGY WORLD GROUP SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$292.267.033","$77.803.180","30","día(s)","0","8","05/16/2025","06/11/2025","06/18/2025"
"CO1.REQ.8283175","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL (Presentación de oferta)","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8197075","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","SECRETARIA GENERAL","INNOVACION TECNOLOGICA S.A.S - INNOVATEK S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$3.567.361.602","$2.835.770","0","día(s)","0","8","05/26/2025","07/29/2025","08/06/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","QUIMITRONICA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$3.977.049","6","Mes(es)","0","8","05/16/2025","06/13/2025",
"CO1.REQ.8446309","SUMINISTRO DE REACTIVOS PARA LOS LABORATORIOS DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES (Presentación de oferta)","SUMINISTRO DE REACTIVOS PARA LOS LABORATORIOS DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8346407","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","01 SECRETARIA GENERAL","Scientific Products SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$1.025.334.519","$183.868.614","0","día(s)","0","8","06/26/2025","08/13/2025","08/21/2025"
"CO1.REQ.8283175","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL (Presentación de oferta)","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8197075","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","SECRETARIA GENERAL","INNOVACION TECNOLOGICA S.A.S - INNOVATEK S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$3.567.361.602","$75.181.820","0","día(s)","0","8","05/26/2025","07/29/2025","08/06/2025"
"CO1.REQ.8821282","ADQUISICIÓN DE MOBILIARIO TÉCNICO Y ESPECIALIZADO PARA LABORATORIO BAIDI (Presentación de oferta)","ADQUISICIÓN DE MOBILIARIO TÉCNICO Y ESPECIALIZADO PARA LABORATORIO BAIDI","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8688658","CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA INTELIGENCIA","800131292","CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA CENAC INTELIGENCIA","INVERSIONES ASDISAN S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$501.790.901","$373.874.985","0","día(s)","0","8","08/30/2025","09/22/2025","09/25/2025"
"CO1.REQ.8277081","Renovación de licencias de software JCC (Presentación de oferta)","Renovación de licencias de software para la Junta Central de Contadores de acuerdo con las especificaciones técnicas","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152178","UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES","900180739","ÁREA DE CONTRATACIÓN","TECHNOLOGY WORLD GROUP SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$292.267.033","$46.100.000","30","día(s)","0","8","05/16/2025","06/11/2025",
"CO1.REQ.8277081","Renovación de licencias de software JCC (Presentación de oferta)","Renovación de licencias de software para la Junta Central de Contadores de acuerdo con las especificaciones técnicas","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152178","UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES","900180739","ÁREA DE CONTRATACIÓN","TECHNOLOGY WORLD GROUP SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$292.267.033","$27.000.000","30","día(s)","0","8","05/16/2025","06/11/2025","06/18/2025"
"CO1.REQ.8277081","Renovación de licencias de software JCC (Presentación de oferta)","Renovación de licencias de software para la Junta Central de Contadores de acuerdo con las especificaciones técnicas","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152178","UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES","900180739","ÁREA DE CONTRATACIÓN","EUPHORIANET SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$292.267.033","$20.497.964","30","día(s)","0","8","05/16/2025","06/11/2025","06/18/2025"
"CO1.REQ.8277081","Renovación de licencias de software JCC (Presentación de oferta)","Renovación de licencias de software para la Junta Central de Contadores de acuerdo con las especificaciones técnicas","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152178","UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES","900180739","ÁREA DE CONTRATACIÓN","TECHNOLOGY WORLD GROUP SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$292.267.033","$81.886.000","30","día(s)","0","8","05/16/2025","06/11/2025",
