"ID del Proceso","Nombre del Procedimiento","Descripción del Procedimiento","Estado del Procedimiento","URLProceso","Entidad","Nit Entidad","Nombre de la Unidad de Contratación","Nombre del Proveedor Adjudicado","Modalidad de Contratacion","Justificación Modalidad de Contratación","Tipo de Contrato","Precio Base","Valor Total Adjudicacion","Duracion","Unidad de Duracion","Proveedores que Manifestaron Interes","Conteo de Respuestas a Ofertas","Fecha de Publicacion del Proceso","Fecha de Apertura Efectiva","Fecha Adjudicacion"
"CO1.REQ.8737714","SUMINISTRO DE ELEMENTOS DE PROTECCIÓN PERSONAL PARA LOS SERVIDORES DE LAS REGIONALES BOGOTA Y ORIENTE Y GRUPOS DE LA SUBDIRECCIÓN DE SERVICIOS FORENSES (Presentación de oferta)","SUMINISTRO DE ELEMENTOS DE PROTECCIÓN PERSONAL PARA LOS SERVIDORES DE LAS REGIONALES BOGOTA Y ORIENTE Y GRUPOS DE LA SUBDIRECCIÓN DE SERVICIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES SEDE CENTRAL.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8616550","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","01 SECRETARIA GENERAL","INVERSIONES E INSUMOS ORKA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$989.498.876","$29.994.695","0","día(s)","0","7","08/15/2025","09/25/2025","10/09/2025"
"CO1.REQ.7842361","Suministro de útiles para oficina y derivado de papel para la Policía Metropolitana de Neiva y Unidades Adscritas a la ordenación del gasto (Presentación de oferta)","Suministro de útiles para oficina y derivado de papel para la Policía Metropolitana de Neiva y Unidades Adscritas a la ordenación del gasto.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7719590","POLICIA METROPOLITANA DE NEIVA","900634185","GRUPO DE CONTRATOS","MICRONET SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$159.760.000","$4.054","7","Mes(es)","0","7","02/25/2025","03/20/2025",
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","KAIKA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$26.027.900","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","SANITAS S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$3.977.049","6","Mes(es)","0","8","05/16/2025","06/13/2025",
"CO1.REQ.8277081","Renovación de licencias de software JCC (Presentación de oferta)","Renovación de licencias de software para la Junta Central de Contadores de acuerdo con las especificaciones técnicas","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152178","UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES","900180739","ÁREA DE CONTRATACIÓN","GOLD SYS LTDA","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$292.267.033","$20.497.964","30","día(s)","0","8","05/16/2025","06/11/2025","06/18/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","DISMOTOS PM EU","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$1.592.740","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8270832","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA; EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD; LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTI","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA, EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD, LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTIOQUIA","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151071","DEPARTAMENTO DE ANTIOQUIA//","890900286","122C-SECRETARIA DE SEGURIDAD Y JUSTICIA","SALUDCAR OPERACION COLOMBIA S.A.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$7.899.344.549","$1.028.000.000","5","Mes(es)","0","8","05/16/2025","06/26/2025",
"CO1.REQ.8270832","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA; EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD; LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTI","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA, EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD, LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTIOQUIA","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151071","DEPARTAMENTO DE ANTIOQUIA//","890900286","122C-SECRETARIA DE SEGURIDAD Y JUSTICIA","EPIA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$7.899.344.549","$353.000.000","5","Mes(es)","0","8","05/16/2025","06/26/2025","07/03/2025"
"CO1.REQ.9089585","ADQUISICIÓN EQUIPOS ACTIVOS DE RED (Presentación de oferta)","ADQUISICIÓN EQUIPOS ACTIVOS DE RED","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8952901","DILOF","800141397","Dirección Logística y Financiera","RealTime Consulting & Services S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$3.019.590.000","$3.014.599.500","30","día(s)","0","8","10/15/2025","11/05/2025","11/10/2025"
"CO1.REQ.8270832","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA; EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD; LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTI","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA, EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD, LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTIOQUIA","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151071","DEPARTAMENTO DE ANTIOQUIA//","890900286","122C-SECRETARIA DE SEGURIDAD Y JUSTICIA","GRUPO SUPERMOTOS S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$7.899.344.549","$586.000.000","5","Mes(es)","0","8","05/16/2025","06/26/2025","07/03/2025"
"CO1.REQ.8277081","Renovación de licencias de software JCC (Presentación de oferta)","Renovación de licencias de software para la Junta Central de Contadores de acuerdo con las especificaciones técnicas","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152178","UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES","900180739","ÁREA DE CONTRATACIÓN","GOLD SYS LTDA","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$292.267.033","$81.886.000","30","día(s)","0","8","05/16/2025","06/11/2025",
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","SANITAS S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$26.027.900","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8277081","Renovación de licencias de software JCC (Presentación de oferta)","Renovación de licencias de software para la Junta Central de Contadores de acuerdo con las especificaciones técnicas","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152178","UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES","900180739","ÁREA DE CONTRATACIÓN","GOLD SYS LTDA","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$292.267.033","$68.835.550","30","día(s)","0","8","05/16/2025","06/11/2025","06/18/2025"
"CO1.REQ.8277081","Renovación de licencias de software JCC (Presentación de oferta)","Renovación de licencias de software para la Junta Central de Contadores de acuerdo con las especificaciones técnicas","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152178","UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES","900180739","ÁREA DE CONTRATACIÓN","SUMINISTROS OBRAS Y SISTEMAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$292.267.033","$4.900.000","30","día(s)","0","8","05/16/2025","06/11/2025","06/18/2025"
"CO1.REQ.8732823","ELEMENTOS DE PROTECCIÓN PERSONAL (Presentación de oferta)","Suministro de elementos de protección personal, ergonómicos y de atención a emergencias (EPP).","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8613703","Unidad de Busqueda de Personas Desaparecidas","901158482","SECRETARIA GENERAL","GESCOM SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$626.791.766","$192.926.736","0","día(s)","0","8","08/15/2025","09/09/2025","09/15/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","LABZUL S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$18.428.640","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8270832","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA; EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD; LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTI","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA, EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD, LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTIOQUIA","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151071","DEPARTAMENTO DE ANTIOQUIA//","890900286","122C-SECRETARIA DE SEGURIDAD Y JUSTICIA","SALUDCAR OPERACION COLOMBIA S.A.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$7.899.344.549","$353.000.000","5","Mes(es)","0","8","05/16/2025","06/26/2025","07/03/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","CONSORCIO SERVICOL SISCOM","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$1.592.740","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","LABZUL S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$32.648.602","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","QUIMITRONICA SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$3.977.049","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","DISMOTOS PM EU","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$98.678.900","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8283175","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL (Presentación de oferta)","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8197075","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","SECRETARIA GENERAL","TECNIGEN","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$3.567.361.602","$106.265.784","0","día(s)","0","8","05/26/2025","07/29/2025","08/06/2025"
"CO1.REQ.8283175","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL (Presentación de oferta)","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8197075","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","SECRETARIA GENERAL","KHYMOS S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$3.567.361.602","$888.457.210","0","día(s)","0","8","05/26/2025","07/29/2025","08/06/2025"
"CO1.REQ.9244007","ELEMENTOS DE RECONOCIMIENTO  (Presentación de oferta)","SUMINISTRO DE ELEMENTOS DE RECONOCIMIENTO PARA LAS ACTIVIDADES PROTOCOLARIAS, DIPLOMÁTICAS Y MILITARES QUE ADELANTA LA AYUDANTIA GENERAL DE COMANDO EJÉRCITO","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9104911","APOYO LOGISTICO COMANDO EJERCITO","8001306324","APOYO LOGISTICO COMANDO EJERCITO","SOS CAPACITACION SUMINISTRO Y LOGISTICA  SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$619.774.138","$619.774.138","2","Mes(es)","0","8","11/10/2025","12/03/2025",
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","KAIKA S.A.S.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$27.471.480","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8283175","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL (Presentación de oferta)","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8197075","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","SECRETARIA GENERAL","TECNIGEN","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$3.567.361.602","$75.181.820","0","día(s)","0","8","05/26/2025","07/29/2025","08/06/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","LABZUL S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$1.592.740","6","Mes(es)","0","8","05/16/2025","06/13/2025","06/18/2025"
"CO1.REQ.8270832","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA; EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD; LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTI","ADQUISICIÓN DE VEHÍCULOS ESPECIALIZADOS PARA LA FUERZA PÚBLICA Y ORGANISMOS DE SEGURIDAD Y JUSTICIA, EN PRO DEL FORTALECIMIENTO DE LA SEGURIDAD, LA CONVIVENCIA Y LA JUSTICIA EN EL DEPARTAMENTO DE ANTIOQUIA","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151071","DEPARTAMENTO DE ANTIOQUIA//","890900286","122C-SECRETARIA DE SEGURIDAD Y JUSTICIA","SALUDCAR OPERACION COLOMBIA S.A.","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$7.899.344.549","$522.000.000","5","Mes(es)","0","8","05/16/2025","06/26/2025","07/03/2025"
"CO1.REQ.8277081","Renovación de licencias de software JCC (Presentación de oferta)","Renovación de licencias de software para la Junta Central de Contadores de acuerdo con las especificaciones técnicas","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152178","UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES","900180739","ÁREA DE CONTRATACIÓN","TECHNOLOGY WORLD GROUP SAS","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$292.267.033","$68.835.550","30","día(s)","0","8","05/16/2025","06/11/2025","06/18/2025"
"CO1.REQ.8275673","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES (Presentación de oferta)","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL E INSUMOS FORENSES PARA LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL Y SUS UNIDADES DESCONCENTRADAS.","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8151685","DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL","800141338","GRUPO CONTRATOS DIJIN","CONSORCIO SERVICOL SISCOM","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Compraventa","$828.942.463","$98.678.900","6","Mes(es)","0","8","05/16/2025","06/13/2025",
"CO1.REQ.8283175","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL (Presentación de oferta)","SUMINISTRO DE INSUMOS PARA LOS EQUIPOS DE ALTA TECNOLOGÍA DE LOS LABORATORIOS FORENSES DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8197075","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","SECRETARIA GENERAL","KHYMOS S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$3.567.361.602","$16.904.664","0","día(s)","0","8","05/26/2025","07/29/2025","08/06/2025"
"CO1.REQ.8446309","SUMINISTRO DE REACTIVOS PARA LOS LABORATORIOS DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES (Presentación de oferta)","SUMINISTRO DE REACTIVOS PARA LOS LABORATORIOS DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","Seleccionado","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8346407","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","01 SECRETARIA GENERAL","ESPECIALIDADES DIAGNOSTICAS IHR S.A.S","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","Suministros","$1.025.334.519","$280.440.000","0","día(s)","0","8","06/26/2025","08/13/2025","08/21/2025"
